2025-06-16 07:56:24,http://scamwebsite.org/login,Phishing,0.0000,1.0000
2025-06-16 08:32:46,https://abc.xyz,Legitimate,0.8600,0.1400
2025-06-16 08:33:19,https://x.com/,Phishing,0.4000,0.6000
2025-06-16 08:39:08,google.com,Legitimate,0.9600,0.0400
2025-06-16 08:39:16,x.com,Legitimate,0.9600,0.0400
2025-06-16 08:39:29,https://x.com,Legitimate,0.8600,0.1400
2025-06-16 08:39:30,https://x.com,Legitimate,0.8600,0.1400
2025-06-16 08:39:39,https://x.com.np,Legitimate,0.7600,0.2400
2025-06-16 08:39:40,https://x.com.np,Legitimate,0.7600,0.2400
2025-06-16 08:39:46,https://gjhgygy.com.np,Phishing,0.4700,0.5300
2025-06-16 08:39:58,https://test.com.np,Legitimate,0.5300,0.4700
2025-06-16 08:40:08,https://fghfghtfh123234.com.np,Phishing,0.4700,0.5300
2025-06-16 08:40:26,https://fghfghtfh123234.abbbbbbbc,Legitimate,0.5100,0.4900
2025-06-16 08:41:38,dsfgdfgfd,Legitimate,0.9600,0.0400
2025-06-16 08:41:39,dsfgdfgfd,Legitimate,0.9600,0.0400
2025-06-16 08:41:40,dsfgdfgfd,Legitimate,0.9600,0.0400
2025-06-16 08:41:41,dsfgdfgfd,Legitimate,0.9600,0.0400
2025-06-16 19:39:12,https://x.com,Legitimate,0.8600,0.1400
2025-06-16 19:40:00,https://www.tsert.nm/login,Phishing,0.0000,1.0000
2025-06-16 19:40:17,https://google.com,Legitimate,0.6100,0.3900
2025-06-16 19:45:25,https://x.com,Legitimate,0.8600,0.1400
2025-06-16 20:10:27,http://www.helotest.com,Legitimate,0.5000,0.5000
2025-06-16 20:30:54,http://helo.abc,Legitimate,0.9600,0.0400
2025-06-22 07:51:21,https://hello.com,Legitimate,0.8600,0.1400
2025-06-22 07:52:34,http://fienjimaoi.and.ae,Legitimate,0.5000,0.5000
2025-06-22 07:53:19,http://phishingsite.net/account,Phishing,0.0000,1.0000
2025-06-22 08:02:08,https://google.com,Legitimate,0.6100,0.3900
2025-06-22 08:04:35,https://www.google.com,Phishing,0.4700,0.5300
2025-06-22 08:06:03,https://www.google.com,Phishing,0.4700,0.5300
2025-06-22 08:06:06,https://www.google.com,Phishing,0.4700,0.5300
2025-06-23 08:23:45,abc.com,Legitimate,0.9600,0.0400
2025-06-23 08:27:01,http://dangerous-site.ru/pay,Phishing,0.0000,1.0000
2025-06-23 08:29:13,aiojfnsd.dflpmsdfskm,Legitimate,0.6600,0.3400
2025-06-23 08:30:56,aiojfnsd.dflpmsdfskm,Legitimate,0.6600,0.3400
2025-06-29 07:24:23,http://google.com,Legitimate,0.9600,0.0400
2025-06-29 07:24:40,http://google.com,Legitimate,0.9600,0.0400
2025-06-29 07:24:56,http://google.com,Legitimate,0.9600,0.0400
2025-06-29 07:25:02,http://google.com,Legitimate,0.9600,0.0400
2025-06-29 07:26:08,ahuiofhsljfoWHfo.afjisnfoon#@3ikm,Legitimate,0.5800,0.4200
2025-06-29 07:27:09,claimsparkbase.com,Legitimate,0.6900,0.3100
2025-06-29 07:29:56,free.ulohapp.info/?oq=CEh3h_PskJLFZaQWwjEKBegUzmYleA11F__2r2ETUm0KegsbX-BDfaQJ1z6I&amp;yus=Microsoft_Edge.74xf83.406n2w1x9&amp;br_fl=1117&amp;ct=Microsoft_Edge&amp;tuif=2964&amp;q=wH3QMvXcJwDJFYbGMvrETqNbNknQA0KPxpH2_drXdZqxKGni1-b5UUSk6F2&amp;biw=Microsoft_Edge.119kt58.406w6h9v6,Phishing,0.0000,1.0000
2025-06-29 07:30:12,free.ulohapp.info/?oq=CEh3h_PskJLFZaQWwjEKBegUzmYleA11F__2r2ETUm0KegsbX-BDfaQJ1z6I&amp;yus=Microsoft_Edge.74xf83.406n2w1x9&amp;br_fl=1117&amp;ct=Microsoft_Edge&amp;tuif=2964&amp;q=wH3QMvXcJwDJFYbGMvrETqNbNknQA0KPxpH2_drXdZqxKGni1-b5UUSk6F2&amp;biw=Microsoft_Edge.119kt58.406w6h9v6,Phishing,0.0000,1.0000
2025-06-29 07:30:33, highpowerresources.com,Legitimate,0.6200,0.3800
2025-06-29 07:37:31, highpowerresources.com,Legitimate,0.6200,0.3800
2025-06-29 07:37:35, highpowerresources.com,Legitimate,0.6200,0.3800
2025-06-29 07:42:56, highpowerresources.com,Legitimate,0.6200,0.3800
2025-06-29 07:42:59, highpowerresources.com,Legitimate,0.6200,0.3800
2025-06-29 07:44:30,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 07:44:47,mol.com-ho.me/cv_itworx.doc,Phishing,0.0000,1.0000
2025-06-29 07:47:29,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 07:47:32,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 07:48:04,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 07:53:05,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 08:25:15,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 08:29:49,apple-search.info,Legitimate,0.8900,0.1100
