2025-06-29 08:29:50,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 08:29:50,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 08:29:51,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 08:29:51,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 08:29:51,apple-search.info,Legitimate,0.8900,0.1100
2025-06-29 08:40:00,apple-search.info,Legitimate,0.7600,0.2400
2025-06-29 08:43:07,apple-search.info,Legitimate,0.7600,0.2400
2025-06-29 08:43:17,http://apple-search.info,Phishing,0.3800,0.6200
2025-06-29 08:43:34,https://apple-search.info,Phishing,0.2900,0.7100
2025-06-29 08:46:49,highpowerdata.com,Legitimate,0.8800,0.1200
2025-06-29 08:46:57,http://highpowerdata.com,Phishing,0.4200,0.5800
2025-06-29 08:47:15,https://highpowerdata.com,Phishing,0.3200,0.6800
2025-06-29 08:47:25,https:.//google.com,Phishing,0.0100,0.9900
2025-06-29 08:47:26,https:.//google.com,Phishing,0.0100,0.9900
2025-06-29 08:47:31,https://google.com,Legitimate,0.5000,0.5000
2025-06-29 08:48:07,https://apple.com,Legitimate,0.6200,0.3800
2025-06-29 08:49:18,https://paypal-login.xyz,Phishing,0.2900,0.7100
2025-06-29 08:49:27,https://paypal-login.xyz,Phishing,0.2900,0.7100
2025-06-29 08:49:39,https://google.com,Legitimate,0.5000,0.5000
2025-07-01 11:26:38,https://www.google.com,Legitimate,0.5667,0.4333
2025-07-01 11:26:42,https://www.google.com,Legitimate,0.5667,0.4333
2025-07-01 11:26:57,https://apple-services.info,Legitimate,0.5933,0.4067
2025-07-01 11:27:03,http://apple-services.info,Legitimate,1.0000,0.0000
2025-07-01 11:27:14,apple-search.info,Phishing,0.0000,1.0000
2025-07-01 11:27:23,https://apple-search.info,Legitimate,0.5933,0.4067
2025-07-01 11:28:36,mol.com-ho.me/cv_itworx.doc,Phishing,0.0000,1.0000
2025-07-01 11:28:52,https://apple-search.info/,Phishing,0.0600,0.9400
2025-07-01 11:29:39,abcjhji.com.sai,Phishing,0.0000,1.0000
2025-07-01 11:29:48,"ahiejow,dsj.j@jisf",Phishing,0.0000,1.0000
2025-07-01 11:30:01,softwarica/login.com,Phishing,0.0000,1.0000
2025-07-01 11:30:09,https://softwarica/login.com,Phishing,0.0000,1.0000
2025-07-01 11:50:28,https://x.com,Legitimate,0.5800,0.4200
2025-07-01 12:17:11,google.com,Phishing,0.0000,1.0000
2025-07-01 12:17:18,https://google.com,Legitimate,0.5800,0.4200
2025-07-01 12:17:23,https://google.com,Legitimate,0.5800,0.4200
